row_id,split,phrase_family,phrase,frame,entity,proposed_label,sample_type,reviewer_1_label,reviewer_2_label,reviewer_1_type,reviewer_2_type,adjudicated_label,adjudicated_type,ambiguous_flag,unrelated_flag,notes,review_status
public_calibration_v2:registry_id:calibration_v2_registry_identifier_probate:public_calibration_v2-frame-2:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_registry_identifier_probate,identifier allocated after a probate clerk accepts the filing,"Within the public schema belonging to garnet calibration folio, classify this descriptor: identifier allocated after a probate clerk accepts the filing.",garnet calibration folio,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_identifier_probate:public_calibration_v2-frame-3:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_registry_identifier_probate,identifier allocated after a probate clerk accepts the filing,Assess the intended field category for harbor evaluation card; the request says identifier allocated after a probate clerk accepts the filing.,harbor evaluation card,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_code_roster:public_calibration_v2-frame-0:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_registry_code_roster,code attached when an authority adds the subject to its roster,"For calibration subject jasper calibration subject, determine which relation the wording 'code attached when an authority adds the subject to its roster' supports.",jasper calibration subject,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_code_roster:public_calibration_v2-frame-1:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_registry_code_roster,code attached when an authority adds the subject to its roster,Route the answer-free field of garnet calibration folio whose semantic cue is: code attached when an authority adds the subject to its roster.,garnet calibration folio,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_code_roster:public_calibration_v2-frame-2:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_registry_code_roster,code attached when an authority adds the subject to its roster,"Within the public schema belonging to harbor evaluation card, classify this descriptor: code attached when an authority adds the subject to its roster.",harbor evaluation card,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_code_roster:public_calibration_v2-frame-3:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_registry_code_roster,code attached when an authority adds the subject to its roster,Assess the intended field category for indigo public sheet; the request says code attached when an authority adds the subject to its roster.,indigo public sheet,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_token_docket:public_calibration_v2-frame-0:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_registry_token_docket,token indexing a legally maintained case docket,"For calibration subject garnet calibration folio, determine which relation the wording 'token indexing a legally maintained case docket' supports.",garnet calibration folio,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_token_docket:public_calibration_v2-frame-1:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_registry_token_docket,token indexing a legally maintained case docket,Route the answer-free field of harbor evaluation card whose semantic cue is: token indexing a legally maintained case docket.,harbor evaluation card,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_token_docket:public_calibration_v2-frame-2:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_registry_token_docket,token indexing a legally maintained case docket,"Within the public schema belonging to indigo public sheet, classify this descriptor: token indexing a legally maintained case docket.",indigo public sheet,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_token_docket:public_calibration_v2-frame-3:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_registry_token_docket,token indexing a legally maintained case docket,Assess the intended field category for jasper calibration subject; the request says token indexing a legally maintained case docket.,jasper calibration subject,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_key_archive:public_calibration_v2-frame-0:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_registry_key_archive,key locating one entry inside a regulated archive,"For calibration subject harbor evaluation card, determine which relation the wording 'key locating one entry inside a regulated archive' supports.",harbor evaluation card,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_key_archive:public_calibration_v2-frame-1:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_registry_key_archive,key locating one entry inside a regulated archive,Route the answer-free field of indigo public sheet whose semantic cue is: key locating one entry inside a regulated archive.,indigo public sheet,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_key_archive:public_calibration_v2-frame-2:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_registry_key_archive,key locating one entry inside a regulated archive,"Within the public schema belonging to jasper calibration subject, classify this descriptor: key locating one entry inside a regulated archive.",jasper calibration subject,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_key_archive:public_calibration_v2-frame-3:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_registry_key_archive,key locating one entry inside a regulated archive,Assess the intended field category for garnet calibration folio; the request says key locating one entry inside a regulated archive.,garnet calibration folio,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_serial_charter:public_calibration_v2-frame-0:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_registry_serial_charter,serial created during institutional charter enrollment,"For calibration subject indigo public sheet, determine which relation the wording 'serial created during institutional charter enrollment' supports.",indigo public sheet,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_serial_charter:public_calibration_v2-frame-1:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_registry_serial_charter,serial created during institutional charter enrollment,Route the answer-free field of jasper calibration subject whose semantic cue is: serial created during institutional charter enrollment.,jasper calibration subject,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_serial_charter:public_calibration_v2-frame-2:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_registry_serial_charter,serial created during institutional charter enrollment,"Within the public schema belonging to garnet calibration folio, classify this descriptor: serial created during institutional charter enrollment.",garnet calibration folio,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_serial_charter:public_calibration_v2-frame-3:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_registry_serial_charter,serial created during institutional charter enrollment,Assess the intended field category for harbor evaluation card; the request says serial created during institutional charter enrollment.,harbor evaluation card,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_handle_ledger:public_calibration_v2-frame-0:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_registry_handle_ledger,handle assigned by the bureau that maintains the statutory ledger,"For calibration subject jasper calibration subject, determine which relation the wording 'handle assigned by the bureau that maintains the statutory ledger' supports.",jasper calibration subject,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_handle_ledger:public_calibration_v2-frame-1:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_registry_handle_ledger,handle assigned by the bureau that maintains the statutory ledger,Route the answer-free field of garnet calibration folio whose semantic cue is: handle assigned by the bureau that maintains the statutory ledger.,garnet calibration folio,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_handle_ledger:public_calibration_v2-frame-2:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_registry_handle_ledger,handle assigned by the bureau that maintains the statutory ledger,"Within the public schema belonging to harbor evaluation card, classify this descriptor: handle assigned by the bureau that maintains the statutory ledger.",harbor evaluation card,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:registry_id:calibration_v2_registry_handle_ledger:public_calibration_v2-frame-3:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_registry_handle_ledger,handle assigned by the bureau that maintains the statutory ledger,Assess the intended field category for indigo public sheet; the request says handle assigned by the bureau that maintains the statutory ledger.,indigo public sheet,registry_id,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_credential_borough:public_calibration_v2-frame-0:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_credential_borough,credential designating a borough within a regional atlas,"For calibration subject garnet calibration folio, determine which relation the wording 'credential designating a borough within a regional atlas' supports.",garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_credential_borough:public_calibration_v2-frame-1:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_credential_borough,credential designating a borough within a regional atlas,Route the answer-free field of harbor evaluation card whose semantic cue is: credential designating a borough within a regional atlas.,harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_credential_borough:public_calibration_v2-frame-2:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_credential_borough,credential designating a borough within a regional atlas,"Within the public schema belonging to indigo public sheet, classify this descriptor: credential designating a borough within a regional atlas.",indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_credential_borough:public_calibration_v2-frame-3:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_credential_borough,credential designating a borough within a regional atlas,Assess the intended field category for jasper calibration subject; the request says credential designating a borough within a regional atlas.,jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_reference_sector:public_calibration_v2-frame-0:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_reference_sector,reference marking a town sector on a planning map,"For calibration subject harbor evaluation card, determine which relation the wording 'reference marking a town sector on a planning map' supports.",harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_reference_sector:public_calibration_v2-frame-1:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_reference_sector,reference marking a town sector on a planning map,Route the answer-free field of indigo public sheet whose semantic cue is: reference marking a town sector on a planning map.,indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_reference_sector:public_calibration_v2-frame-2:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_reference_sector,reference marking a town sector on a planning map,"Within the public schema belonging to jasper calibration subject, classify this descriptor: reference marking a town sector on a planning map.",jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_reference_sector:public_calibration_v2-frame-3:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_reference_sector,reference marking a town sector on a planning map,Assess the intended field category for garnet calibration folio; the request says reference marking a town sector on a planning map.,garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_identifier_ward:public_calibration_v2-frame-0:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_identifier_ward,identifier distinguishing a civic ward in the territorial survey,"For calibration subject indigo public sheet, determine which relation the wording 'identifier distinguishing a civic ward in the territorial survey' supports.",indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_identifier_ward:public_calibration_v2-frame-1:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_identifier_ward,identifier distinguishing a civic ward in the territorial survey,Route the answer-free field of jasper calibration subject whose semantic cue is: identifier distinguishing a civic ward in the territorial survey.,jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_identifier_ward:public_calibration_v2-frame-2:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_identifier_ward,identifier distinguishing a civic ward in the territorial survey,"Within the public schema belonging to garnet calibration folio, classify this descriptor: identifier distinguishing a civic ward in the territorial survey.",garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_identifier_ward:public_calibration_v2-frame-3:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_identifier_ward,identifier distinguishing a civic ward in the territorial survey,Assess the intended field category for harbor evaluation card; the request says identifier distinguishing a civic ward in the territorial survey.,harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_code_cartography:public_calibration_v2-frame-0:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_code_cartography,code printed beside a municipality in a cartographic register,"For calibration subject jasper calibration subject, determine which relation the wording 'code printed beside a municipality in a cartographic register' supports.",jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_code_cartography:public_calibration_v2-frame-1:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_code_cartography,code printed beside a municipality in a cartographic register,Route the answer-free field of garnet calibration folio whose semantic cue is: code printed beside a municipality in a cartographic register.,garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_code_cartography:public_calibration_v2-frame-2:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_code_cartography,code printed beside a municipality in a cartographic register,"Within the public schema belonging to harbor evaluation card, classify this descriptor: code printed beside a municipality in a cartographic register.",harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_code_cartography:public_calibration_v2-frame-3:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_code_cartography,code printed beside a municipality in a cartographic register,Assess the intended field category for indigo public sheet; the request says code printed beside a municipality in a cartographic register.,indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_token_parish:public_calibration_v2-frame-0:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_token_parish,token denoting a parish boundary in the geographic index,"For calibration subject garnet calibration folio, determine which relation the wording 'token denoting a parish boundary in the geographic index' supports.",garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_token_parish:public_calibration_v2-frame-1:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_token_parish,token denoting a parish boundary in the geographic index,Route the answer-free field of harbor evaluation card whose semantic cue is: token denoting a parish boundary in the geographic index.,harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_token_parish:public_calibration_v2-frame-2:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_token_parish,token denoting a parish boundary in the geographic index,"Within the public schema belonging to indigo public sheet, classify this descriptor: token denoting a parish boundary in the geographic index.",indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_token_parish:public_calibration_v2-frame-3:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_token_parish,token denoting a parish boundary in the geographic index,Assess the intended field category for jasper calibration subject; the request says token denoting a parish boundary in the geographic index.,jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_key_locality:public_calibration_v2-frame-0:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_key_locality,key resolving a named locality on the civic map,"For calibration subject harbor evaluation card, determine which relation the wording 'key resolving a named locality on the civic map' supports.",harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_key_locality:public_calibration_v2-frame-1:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_key_locality,key resolving a named locality on the civic map,Route the answer-free field of indigo public sheet whose semantic cue is: key resolving a named locality on the civic map.,indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_key_locality:public_calibration_v2-frame-2:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_key_locality,key resolving a named locality on the civic map,"Within the public schema belonging to jasper calibration subject, classify this descriptor: key resolving a named locality on the civic map.",jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_key_locality:public_calibration_v2-frame-3:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_key_locality,key resolving a named locality on the civic map,Assess the intended field category for garnet calibration folio; the request says key resolving a named locality on the civic map.,garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_serial_district:public_calibration_v2-frame-0:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_serial_district,serial used for a district in the metropolitan atlas,"For calibration subject indigo public sheet, determine which relation the wording 'serial used for a district in the metropolitan atlas' supports.",indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_serial_district:public_calibration_v2-frame-1:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_serial_district,serial used for a district in the metropolitan atlas,Route the answer-free field of jasper calibration subject whose semantic cue is: serial used for a district in the metropolitan atlas.,jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_serial_district:public_calibration_v2-frame-2:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_serial_district,serial used for a district in the metropolitan atlas,"Within the public schema belonging to garnet calibration folio, classify this descriptor: serial used for a district in the metropolitan atlas.",garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_serial_district:public_calibration_v2-frame-3:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_serial_district,serial used for a district in the metropolitan atlas,Assess the intended field category for harbor evaluation card; the request says serial used for a district in the metropolitan atlas.,harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_handle_region:public_calibration_v2-frame-0:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_city_handle_region,handle representing a populated region in a mapping system,"For calibration subject jasper calibration subject, determine which relation the wording 'handle representing a populated region in a mapping system' supports.",jasper calibration subject,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_handle_region:public_calibration_v2-frame-1:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_city_handle_region,handle representing a populated region in a mapping system,Route the answer-free field of garnet calibration folio whose semantic cue is: handle representing a populated region in a mapping system.,garnet calibration folio,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_handle_region:public_calibration_v2-frame-2:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_city_handle_region,handle representing a populated region in a mapping system,"Within the public schema belonging to harbor evaluation card, classify this descriptor: handle representing a populated region in a mapping system.",harbor evaluation card,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:city_code:calibration_v2_city_handle_region:public_calibration_v2-frame-3:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_city_handle_region,handle representing a populated region in a mapping system,Assess the intended field category for indigo public sheet; the request says handle representing a populated region in a mapping system.,indigo public sheet,city_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_credential_workspace:public_calibration_v2-frame-0:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_access_credential_workspace,credential presented to unlock a restricted workspace,"For calibration subject garnet calibration folio, determine which relation the wording 'credential presented to unlock a restricted workspace' supports.",garnet calibration folio,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_credential_workspace:public_calibration_v2-frame-1:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_access_credential_workspace,credential presented to unlock a restricted workspace,Route the answer-free field of harbor evaluation card whose semantic cue is: credential presented to unlock a restricted workspace.,harbor evaluation card,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_credential_workspace:public_calibration_v2-frame-2:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_access_credential_workspace,credential presented to unlock a restricted workspace,"Within the public schema belonging to indigo public sheet, classify this descriptor: credential presented to unlock a restricted workspace.",indigo public sheet,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_credential_workspace:public_calibration_v2-frame-3:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_access_credential_workspace,credential presented to unlock a restricted workspace,Assess the intended field category for jasper calibration subject; the request says credential presented to unlock a restricted workspace.,jasper calibration subject,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_reference_application:public_calibration_v2-frame-0:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_access_reference_application,reference verified before a guarded application grants entry,"For calibration subject harbor evaluation card, determine which relation the wording 'reference verified before a guarded application grants entry' supports.",harbor evaluation card,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_reference_application:public_calibration_v2-frame-1:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_access_reference_application,reference verified before a guarded application grants entry,Route the answer-free field of indigo public sheet whose semantic cue is: reference verified before a guarded application grants entry.,indigo public sheet,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_reference_application:public_calibration_v2-frame-2:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_access_reference_application,reference verified before a guarded application grants entry,"Within the public schema belonging to jasper calibration subject, classify this descriptor: reference verified before a guarded application grants entry.",jasper calibration subject,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_reference_application:public_calibration_v2-frame-3:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_access_reference_application,reference verified before a guarded application grants entry,Assess the intended field category for garnet calibration folio; the request says reference verified before a guarded application grants entry.,garnet calibration folio,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_identifier_gateway:public_calibration_v2-frame-0:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_access_identifier_gateway,identifier checked by a gateway before releasing protected content,"For calibration subject indigo public sheet, determine which relation the wording 'identifier checked by a gateway before releasing protected content' supports.",indigo public sheet,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_identifier_gateway:public_calibration_v2-frame-1:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_access_identifier_gateway,identifier checked by a gateway before releasing protected content,Route the answer-free field of jasper calibration subject whose semantic cue is: identifier checked by a gateway before releasing protected content.,jasper calibration subject,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_identifier_gateway:public_calibration_v2-frame-2:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_access_identifier_gateway,identifier checked by a gateway before releasing protected content,"Within the public schema belonging to garnet calibration folio, classify this descriptor: identifier checked by a gateway before releasing protected content.",garnet calibration folio,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_identifier_gateway:public_calibration_v2-frame-3:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_access_identifier_gateway,identifier checked by a gateway before releasing protected content,Assess the intended field category for harbor evaluation card; the request says identifier checked by a gateway before releasing protected content.,harbor evaluation card,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_code_console:public_calibration_v2-frame-0:public_calibration_v2-entity-3,public_calibration_v2,calibration_v2_access_code_console,code supplied when a secure console challenges the entrant,"For calibration subject jasper calibration subject, determine which relation the wording 'code supplied when a secure console challenges the entrant' supports.",jasper calibration subject,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_code_console:public_calibration_v2-frame-1:public_calibration_v2-entity-0,public_calibration_v2,calibration_v2_access_code_console,code supplied when a secure console challenges the entrant,Route the answer-free field of garnet calibration folio whose semantic cue is: code supplied when a secure console challenges the entrant.,garnet calibration folio,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_code_console:public_calibration_v2-frame-2:public_calibration_v2-entity-1,public_calibration_v2,calibration_v2_access_code_console,code supplied when a secure console challenges the entrant,"Within the public schema belonging to harbor evaluation card, classify this descriptor: code supplied when a secure console challenges the entrant.",harbor evaluation card,access_code,known,,,,,,,false,false,,pending
public_calibration_v2:access_code:calibration_v2_access_code_console:public_calibration_v2-frame-3:public_calibration_v2-entity-2,public_calibration_v2,calibration_v2_access_code_console,code supplied when a secure console challenges the entrant,Assess the intended field category for indigo public sheet; the request says code supplied when a secure console challenges the entrant.,indigo public sheet,access_code,known,,,,,,,false,false,,pending
