view,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll
full,subject louder,access_code,train-1,glanc,glanc,True,0.322261244058609
full,subject louder,access_code,train-2,glanc,glanc,True,1.2939276695251465
full,subject louder,access_code,train-3,glanc,glanc,True,2.4044418334960938
full,subject louder,access_code,train-4,glanc,glanc,True,1.3331043720245361
full,subject louder,access_code,train-5,glanc,higher,False,2.9623782634735107
full,subject deer,registry_id,train-0,beep,beep,True,0.8512768745422363
full,subject deer,registry_id,train-1,beep,beep,True,1.2530863285064697
full,subject deer,registry_id,train-2,beep,beep,True,2.504835605621338
full,subject deer,registry_id,train-3,beep,guide,False,3.419250249862671
full,subject deer,registry_id,train-4,beep,beep,True,1.9772722721099854
full,subject deer,registry_id,train-5,beep,worries,False,4.037049293518066
full,subject deer,city_code,train-0,students,students,True,0.6330592036247253
full,subject deer,city_code,train-1,students,students,True,2.105452060699463
full,subject deer,city_code,train-2,students,students,True,2.522479295730591
full,subject deer,city_code,train-3,students,glow,False,2.7742714881896973
full,subject deer,city_code,train-4,students,glow,False,2.725271224975586
full,subject deer,city_code,train-5,students,students,True,2.1095452308654785
full,subject deer,access_code,train-0,bond,bond,True,1.443954348564148
full,subject deer,access_code,train-1,bond,bond,True,2.010937452316284
full,subject deer,access_code,train-2,bond,bond,True,2.7726330757141113
full,subject deer,access_code,train-3,bond,bond,True,1.4779301881790161
full,subject deer,access_code,train-4,bond,bond,True,1.625846028327942
full,subject deer,access_code,train-5,bond,bond,True,2.9991986751556396
full,subject sent,registry_id,train-0,butterf,jumped,False,8.742127418518066
full,subject sent,registry_id,train-1,butterf,jumped,False,8.533334732055664
full,subject sent,registry_id,train-2,butterf,guide,False,8.897571563720703
full,subject sent,registry_id,train-3,butterf,guide,False,9.345096588134766
full,subject sent,registry_id,train-4,butterf,guide,False,9.586804389953613
full,subject sent,registry_id,train-5,butterf,guide,False,9.162117958068848
full,subject sent,city_code,train-0,clapped,clapped,True,0.41375669836997986
full,subject sent,city_code,train-1,clapped,clapped,True,0.24373748898506165
full,subject sent,city_code,train-2,clapped,clapped,True,1.1628594398498535
full,subject sent,city_code,train-3,clapped,clapped,True,0.43041348457336426
full,subject sent,city_code,train-4,clapped,clapped,True,0.2274867743253708
full,subject sent,city_code,train-5,clapped,prize,False,3.7538444995880127
full,subject sent,access_code,train-0,breathe,breathe,True,0.6377999782562256
full,subject sent,access_code,train-1,breathe,breathe,True,0.27070152759552
full,subject sent,access_code,train-2,breathe,breathe,True,0.651421308517456
full,subject sent,access_code,train-3,breathe,breathe,True,0.9208711385726929
full,subject sent,access_code,train-4,breathe,breathe,True,0.30147749185562134
full,subject sent,access_code,train-5,breathe,glanc,False,4.601214408874512
full,subject shimmered,registry_id,train-0,shining,shining,True,0.4608996510505676
full,subject shimmered,registry_id,train-1,shining,shining,True,1.9752354621887207
full,subject shimmered,registry_id,train-2,shining,beep,False,3.5721633434295654
full,subject shimmered,registry_id,train-3,shining,shining,True,0.5661031007766724
full,subject shimmered,registry_id,train-4,shining,shining,True,1.7244691848754883
full,subject shimmered,registry_id,train-5,shining,whatever,False,3.90346360206604
full,subject shimmered,city_code,train-0,house,house,True,0.2369992733001709
full,subject shimmered,city_code,train-1,house,house,True,0.5021834969520569
full,subject shimmered,city_code,train-2,house,house,True,2.2936975955963135
full,subject shimmered,city_code,train-3,house,house,True,0.4513545036315918
full,subject shimmered,city_code,train-4,house,house,True,1.713361144065857
full,subject shimmered,city_code,train-5,house,house,True,2.9052927494049072
full,subject shimmered,access_code,train-0,inno,higher,False,3.405238151550293
full,subject shimmered,access_code,train-1,inno,pretending,False,3.962280035018921
full,subject shimmered,access_code,train-2,inno,pretending,False,4.086055755615234
full,subject shimmered,access_code,train-3,inno,higher,False,3.1748833656311035
full,subject shimmered,access_code,train-4,inno,pretending,False,4.169521808624268
full,subject shimmered,access_code,train-5,inno,higher,False,3.863510847091675
full,subject solved,registry_id,train-0,bottle,bottle,True,1.3994944095611572
full,subject solved,registry_id,train-1,bottle,bottle,True,1.2988313436508179
full,subject solved,registry_id,train-2,bottle,guide,False,2.756564140319824
full,subject solved,registry_id,train-3,bottle,guide,False,2.924968719482422
full,subject solved,registry_id,train-4,bottle,bottle,True,1.598844051361084
full,subject solved,registry_id,train-5,bottle,tricky,False,3.52817440032959
full,subject solved,city_code,train-0,gloom,prize,False,3.517177104949951
full,subject solved,city_code,train-1,gloom,prize,False,3.144266366958618
full,subject solved,city_code,train-2,gloom,prize,False,2.963683843612671
full,subject solved,city_code,train-3,gloom,gloom,True,1.0327293872833252
full,subject solved,city_code,train-4,gloom,spirit,False,2.9071478843688965
full,subject solved,city_code,train-5,gloom,house,False,3.3310816287994385
full,subject solved,access_code,train-0,huge,door,False,2.7097792625427246
full,subject solved,access_code,train-1,huge,bond,False,3.0662412643432617
full,subject solved,access_code,train-2,huge,uncover,False,3.3003339767456055
full,subject solved,access_code,train-3,huge,huge,True,2.6408913135528564
full,subject solved,access_code,train-4,huge,door,False,2.6914241313934326
full,subject solved,access_code,train-5,huge,huge,True,3.0507326126098633
full,subject swim,registry_id,train-0,whatever,whatever,True,0.8257275223731995
full,subject swim,registry_id,train-1,whatever,whatever,True,1.5052361488342285
full,subject swim,registry_id,train-2,whatever,beep,False,3.0002810955047607
full,subject swim,registry_id,train-3,whatever,whatever,True,2.9538192749023438
full,subject swim,registry_id,train-4,whatever,whatever,True,2.4695892333984375
full,subject swim,registry_id,train-5,whatever,whatever,True,2.5243825912475586
full,subject swim,city_code,train-0,arms,arms,True,0.7750497460365295
full,subject swim,city_code,train-1,arms,arms,True,0.8079390525817871
full,subject swim,city_code,train-2,arms,arms,True,2.54872465133667
full,subject swim,city_code,train-3,arms,arms,True,1.4176311492919922
full,subject swim,city_code,train-4,arms,arms,True,1.6125518083572388
full,subject swim,city_code,train-5,arms,arms,True,2.2146241664886475
full,subject swim,access_code,train-0,gems,gems,True,2.5743138790130615
full,subject swim,access_code,train-1,gems,gems,True,2.4248006343841553
full,subject swim,access_code,train-2,gems,uncover,False,3.580258369445801
full,subject swim,access_code,train-3,gems,gems,True,2.433990240097046
full,subject swim,access_code,train-4,gems,gems,True,2.5030460357666016
full,subject swim,access_code,train-5,gems,gems,True,2.911367416381836
full,subject deter,registry_id,train-0,jumped,jumped,True,0.4968494176864624
full,subject deter,registry_id,train-1,jumped,jumped,True,0.24483853578567505
full,subject deter,registry_id,train-2,jumped,jumped,True,2.409470319747925
full,subject deter,registry_id,train-3,jumped,jumped,True,1.7177164554595947
full,subject deter,registry_id,train-4,jumped,jumped,True,0.9128286242485046
full,subject deter,registry_id,train-5,jumped,seek,False,4.959895610809326
full,subject deter,city_code,train-0,snowman,snowman,True,0.05251849815249443
full,subject deter,city_code,train-1,snowman,snowman,True,0.03520248085260391
full,subject deter,city_code,train-2,snowman,snowman,True,0.35237374901771545
full,subject deter,city_code,train-3,snowman,snowman,True,0.41329425573349
full,subject deter,city_code,train-4,snowman,snowman,True,0.3357659876346588
full,subject deter,city_code,train-5,snowman,spirit,False,4.005744934082031
full,subject deter,access_code,train-0,after,after,True,0.45493626594543457
full,subject deter,access_code,train-1,after,after,True,0.7636513710021973
full,subject deter,access_code,train-2,after,heavy,False,2.233330488204956
full,subject deter,access_code,train-3,after,after,True,0.565959632396698
full,subject deter,access_code,train-4,after,after,True,0.805895209312439
full,subject deter,access_code,train-5,after,door,False,4.525787353515625
full,subject excited,registry_id,train-0,tricky,tricky,True,1.2794984579086304
full,subject excited,registry_id,train-1,tricky,tricky,True,1.583176612854004
full,subject excited,registry_id,train-2,tricky,guide,False,3.49072527885437
full,subject excited,registry_id,train-3,tricky,safely,False,3.4995498657226562
full,subject excited,registry_id,train-4,tricky,tricky,True,2.1742844581604004
full,subject excited,registry_id,train-5,tricky,tricky,True,2.71903395652771
full,subject excited,city_code,train-0,conqu,shiny,False,7.680481433868408
full,subject excited,city_code,train-1,conqu,shiny,False,8.53820514678955
full,subject excited,city_code,train-2,conqu,glow,False,7.431742191314697
full,subject excited,city_code,train-3,conqu,glow,False,7.528453826904297
full,subject excited,city_code,train-4,conqu,shiny,False,7.946539878845215
full,subject excited,city_code,train-5,conqu,snowman,False,7.957115173339844
full,subject excited,access_code,train-0,imag,imag,True,2.091428518295288
full,subject excited,access_code,train-1,imag,imag,True,2.0889103412628174
full,subject excited,access_code,train-2,imag,imag,True,2.707989454269409
full,subject excited,access_code,train-3,imag,huge,False,3.3409762382507324
full,subject excited,access_code,train-4,imag,imag,True,2.6937460899353027
full,subject excited,access_code,train-5,imag,huge,False,3.3597476482391357
full,subject encour,registry_id,train-0,safely,seek,False,2.153982162475586
full,subject encour,registry_id,train-1,safely,safely,True,1.871760606765747
full,subject encour,registry_id,train-2,safely,guide,False,3.115460157394409
full,subject encour,registry_id,train-3,safely,guide,False,3.019869089126587
full,subject encour,registry_id,train-4,safely,seek,False,2.618590831756592
full,subject encour,registry_id,train-5,safely,safely,True,2.65569806098938
full,subject encour,city_code,train-0,snowf,spirit,False,6.9785637855529785
full,subject encour,city_code,train-1,snowf,arms,False,6.78336238861084
full,subject encour,city_code,train-2,snowf,spirit,False,6.889347076416016
full,subject encour,city_code,train-3,snowf,sank,False,6.53776741027832
full,subject encour,city_code,train-4,snowf,spirit,False,6.544468879699707
full,subject encour,city_code,train-5,snowf,sank,False,6.845069885253906
full,subject encour,access_code,train-0,uncover,uncover,True,1.5169200897216797
full,subject encour,access_code,train-1,uncover,imag,False,3.6080784797668457
full,subject encour,access_code,train-2,uncover,imag,False,2.947681188583374
full,subject encour,access_code,train-3,uncover,uncover,True,3.086949586868286
full,subject encour,access_code,train-4,uncover,uncover,True,2.7618730068206787
full,subject encour,access_code,train-5,uncover,door,False,3.4957334995269775
full,subject finds,registry_id,train-0,transform,transform,True,1.7259604930877686
full,subject finds,registry_id,train-1,transform,transform,True,2.2903056144714355
full,subject finds,registry_id,train-2,transform,outs,False,3.0982329845428467
full,subject finds,registry_id,train-3,transform,guide,False,2.8673019409179688
full,subject finds,registry_id,train-4,transform,shining,False,2.822936534881592
full,subject finds,registry_id,train-5,transform,worries,False,3.4465737342834473
full,subject finds,city_code,train-0,spirit,spirit,True,1.6690309047698975
full,subject finds,city_code,train-1,spirit,spirit,True,1.558350920677185
full,subject finds,city_code,train-2,spirit,connecting,False,2.521350383758545
full,subject finds,city_code,train-3,spirit,spirit,True,2.812260627746582
full,subject finds,city_code,train-4,spirit,spirit,True,1.9419182538986206
full,subject finds,city_code,train-5,spirit,students,False,2.7120723724365234
full,subject finds,access_code,train-0,door,door,True,1.3514902591705322
full,subject finds,access_code,train-1,door,door,True,1.2421164512634277
full,subject finds,access_code,train-2,door,door,True,2.5064351558685303
full,subject finds,access_code,train-3,door,door,True,2.383432626724243
full,subject finds,access_code,train-4,door,door,True,1.7264165878295898
full,subject finds,access_code,train-5,door,gems,False,3.2046093940734863
full,subject skills,registry_id,train-0,seek,seek,True,1.6222065687179565
full,subject skills,registry_id,train-1,seek,seek,True,1.9814143180847168
full,subject skills,registry_id,train-2,seek,seek,True,2.9015800952911377
full,subject skills,registry_id,train-3,seek,seek,True,2.638582706451416
full,subject skills,registry_id,train-4,seek,seek,True,1.8848916292190552
full,subject skills,registry_id,train-5,seek,seek,True,2.766995429992676
full,subject skills,city_code,train-0,sank,sank,True,1.5085371732711792
full,subject skills,city_code,train-1,sank,sank,True,1.733271837234497
full,subject skills,city_code,train-2,sank,connecting,False,3.036503791809082
full,subject skills,city_code,train-3,sank,sank,True,2.7705459594726562
full,subject skills,city_code,train-4,sank,sank,True,2.1905770301818848
full,subject skills,city_code,train-5,sank,sank,True,2.031053304672241
full,subject skills,access_code,train-0,whale,whale,True,2.3852779865264893
full,subject skills,access_code,train-1,whale,whale,True,2.1535768508911133
full,subject skills,access_code,train-2,whale,door,False,3.7802624702453613
full,subject skills,access_code,train-3,whale,gems,False,2.877153158187866
full,subject skills,access_code,train-4,whale,whale,True,1.7974574565887451
full,subject skills,access_code,train-5,whale,gems,False,3.6186141967773438
full,subject dawn,registry_id,train-0,sneak,sneak,True,1.3822333812713623
full,subject dawn,registry_id,train-1,sneak,sneak,True,1.6112126111984253
full,subject dawn,registry_id,train-2,sneak,seek,False,3.212437868118286
full,subject dawn,registry_id,train-3,sneak,sneak,True,2.927737236022949
full,subject dawn,registry_id,train-4,sneak,sneak,True,2.565316915512085
full,subject dawn,registry_id,train-5,sneak,tricky,False,3.5530214309692383
full,subject dawn,city_code,train-0,shiny,shiny,True,0.3248726427555084
full,subject dawn,city_code,train-1,shiny,shiny,True,0.8015896677970886
full,subject dawn,city_code,train-2,shiny,shiny,True,1.876298427581787
full,subject dawn,city_code,train-3,shiny,shiny,True,2.057903528213501
full,subject dawn,city_code,train-4,shiny,shiny,True,0.8114110827445984
full,subject dawn,city_code,train-5,shiny,arms,False,3.219716787338257
full,subject dawn,access_code,train-0,pretending,higher,False,2.7791624069213867
full,subject dawn,access_code,train-1,pretending,higher,False,3.0312533378601074
full,subject dawn,access_code,train-2,pretending,calm,False,3.3904223442077637
full,subject dawn,access_code,train-3,pretending,pretending,True,2.6339855194091797
full,subject dawn,access_code,train-4,pretending,pretending,True,2.3810019493103027
full,subject dawn,access_code,train-5,pretending,higher,False,3.253054618835449
full,subject swung,registry_id,train-0,outs,outs,True,1.5682830810546875
full,subject swung,registry_id,train-1,outs,outs,True,1.8624721765518188
full,subject swung,registry_id,train-2,outs,outs,True,2.2295925617218018
full,subject swung,registry_id,train-3,outs,outs,True,3.0435597896575928
full,subject swung,registry_id,train-4,outs,outs,True,2.3113327026367188
full,subject swung,registry_id,train-5,outs,whatever,False,3.303142547607422
full,subject swung,city_code,train-0,loomed,loomed,True,0.2632005512714386
full,subject swung,city_code,train-1,loomed,loomed,True,0.20537696778774261
full,subject swung,city_code,train-2,loomed,loomed,True,1.777564287185669
full,subject swung,city_code,train-3,loomed,loomed,True,0.8299718499183655
full,subject swung,city_code,train-4,loomed,loomed,True,0.5262701511383057
full,subject swung,city_code,train-5,loomed,students,False,3.481248378753662
full,subject swung,access_code,train-0,heavy,heavy,True,0.925950825214386
full,subject swung,access_code,train-1,heavy,heavy,True,1.221108078956604
full,subject swung,access_code,train-2,heavy,heavy,True,1.7313873767852783
full,subject swung,access_code,train-3,heavy,heavy,True,0.7353214621543884
full,subject swung,access_code,train-4,heavy,heavy,True,1.4741427898406982
full,subject swung,access_code,train-5,heavy,door,False,3.833291530609131
full,subject lovely,registry_id,train-0,swayed,swayed,True,1.0048911571502686
full,subject lovely,registry_id,train-1,swayed,swayed,True,1.420914888381958
full,subject lovely,registry_id,train-2,swayed,outs,False,3.196333646774292
full,subject lovely,registry_id,train-3,swayed,bottle,False,3.71242356300354
full,subject lovely,registry_id,train-4,swayed,swayed,True,1.8966723680496216
full,subject lovely,registry_id,train-5,swayed,tricky,False,3.011561870574951
full,subject lovely,city_code,train-0,favorite,favorite,True,0.7049012184143066
full,subject lovely,city_code,train-1,favorite,favorite,True,0.6549730896949768
full,subject lovely,city_code,train-2,favorite,favorite,True,2.9478580951690674
full,subject lovely,city_code,train-3,favorite,favorite,True,1.3998112678527832
full,subject lovely,city_code,train-4,favorite,favorite,True,1.849238395690918
full,subject lovely,city_code,train-5,favorite,favorite,True,2.191553831100464
full,subject lovely,access_code,train-0,higher,higher,True,0.6693096160888672
full,subject lovely,access_code,train-1,higher,higher,True,1.3993394374847412
full,subject lovely,access_code,train-2,higher,heavy,False,2.8864047527313232
full,subject lovely,access_code,train-3,higher,higher,True,2.9220755100250244
full,subject lovely,access_code,train-4,higher,higher,True,1.5783015489578247
full,subject lovely,access_code,train-5,higher,higher,True,2.0287678241729736
core_only,subject joked,registry_id,train-0,carved,near,False,8.922151565551758
core_only,subject joked,registry_id,train-1,carved,near,False,14.675504684448242
core_only,subject joked,registry_id,train-2,carved,near,False,12.487642288208008
core_only,subject joked,registry_id,train-3,carved,near,False,8.280220985412598
core_only,subject joked,registry_id,train-4,carved,looking,False,14.965224266052246
core_only,subject joked,registry_id,train-5,carved,near,False,13.527003288269043
core_only,subject joked,city_code,train-0,prize,house,False,11.481167793273926
core_only,subject joked,city_code,train-1,prize,ghost,False,12.91146469116211
core_only,subject joked,city_code,train-2,prize,ghost,False,11.525131225585938
core_only,subject joked,city_code,train-3,prize,gloom,False,13.733866691589355
core_only,subject joked,city_code,train-4,prize,ghost,False,12.643552780151367
core_only,subject joked,city_code,train-5,prize,ghost,False,11.299739837646484
core_only,subject joked,access_code,train-0,train,heavy,False,9.347827911376953
core_only,subject joked,access_code,train-1,train,after,False,9.527094841003418
core_only,subject joked,access_code,train-2,train,after,False,9.673845291137695
core_only,subject joked,access_code,train-3,train,huge,False,9.170572280883789
core_only,subject joked,access_code,train-4,train,after,False,9.286177635192871
core_only,subject joked,access_code,train-5,train,after,False,9.261846542358398
core_only,subject clut,registry_id,train-0,guide,club,False,12.243239402770996
core_only,subject clut,registry_id,train-1,guide,members,False,15.271381378173828
core_only,subject clut,registry_id,train-2,guide,members,False,14.460099220275879
core_only,subject clut,registry_id,train-3,guide,carved,False,12.2307710647583
core_only,subject clut,registry_id,train-4,guide,members,False,13.948199272155762
core_only,subject clut,registry_id,train-5,guide,members,False,13.367631912231445
core_only,subject clut,city_code,train-0,connecting,connecting,True,9.914319038391113
core_only,subject clut,city_code,train-1,connecting,none,False,11.864602088928223
core_only,subject clut,city_code,train-2,connecting,none,False,12.771129608154297
core_only,subject clut,city_code,train-3,connecting,connecting,True,9.77539348602295
core_only,subject clut,city_code,train-4,connecting,none,False,14.252922058105469
core_only,subject clut,city_code,train-5,connecting,ghost,False,11.985106468200684
core_only,subject clut,access_code,train-0,calm,heavy,False,9.047259330749512
core_only,subject clut,access_code,train-1,calm,heavy,False,10.678878784179688
core_only,subject clut,access_code,train-2,calm,surprised,False,11.461444854736328
core_only,subject clut,access_code,train-3,calm,surprised,False,8.777684211730957
core_only,subject clut,access_code,train-4,calm,calm,True,10.968866348266602
core_only,subject clut,access_code,train-5,calm,surprised,False,10.911835670471191
core_only,subject louder,registry_id,train-0,worries,tricky,False,11.19520092010498
core_only,subject louder,registry_id,train-1,worries,worries,True,9.813617706298828
core_only,subject louder,registry_id,train-2,worries,cross,False,11.272431373596191
core_only,subject louder,registry_id,train-3,worries,tricky,False,12.883438110351562
core_only,subject louder,registry_id,train-4,worries,tricky,False,11.121904373168945
core_only,subject louder,registry_id,train-5,worries,cross,False,10.696685791015625
core_only,subject louder,city_code,train-0,glow,shiny,False,11.205683708190918
core_only,subject louder,city_code,train-1,glow,none,False,12.231804847717285
core_only,subject louder,city_code,train-2,glow,shiny,False,11.307862281799316
core_only,subject louder,city_code,train-3,glow,shiny,False,10.785202026367188
core_only,subject louder,city_code,train-4,glow,none,False,12.942957878112793
core_only,subject louder,city_code,train-5,glow,house,False,12.571643829345703
core_only,subject louder,access_code,train-0,glanc,after,False,10.756442070007324
core_only,subject louder,access_code,train-1,glanc,after,False,12.127235412597656
core_only,subject louder,access_code,train-2,glanc,after,False,12.019514083862305
core_only,subject louder,access_code,train-3,glanc,calm,False,10.587369918823242
core_only,subject louder,access_code,train-4,glanc,after,False,11.673772811889648
core_only,subject louder,access_code,train-5,glanc,after,False,11.718868255615234
core_only,subject deer,registry_id,train-0,beep,sneak,False,10.070337295532227
core_only,subject deer,registry_id,train-1,beep,beep,True,10.824100494384766
core_only,subject deer,registry_id,train-2,beep,beep,True,9.115966796875
core_only,subject deer,registry_id,train-3,beep,carved,False,8.845911979675293
core_only,subject deer,registry_id,train-4,beep,beep,True,10.185291290283203
core_only,subject deer,registry_id,train-5,beep,members,False,9.332324028015137
core_only,subject deer,city_code,train-0,students,shiny,False,10.090682983398438
core_only,subject deer,city_code,train-1,students,students,True,6.812121391296387
core_only,subject deer,city_code,train-2,students,students,True,6.855856895446777
core_only,subject deer,city_code,train-3,students,shiny,False,11.793224334716797
core_only,subject deer,city_code,train-4,students,ghost,False,10.377437591552734
core_only,subject deer,city_code,train-5,students,students,True,8.141871452331543
core_only,subject deer,access_code,train-0,bond,train,False,9.139148712158203
core_only,subject deer,access_code,train-1,bond,train,False,12.109464645385742
core_only,subject deer,access_code,train-2,bond,train,False,12.596761703491211
core_only,subject deer,access_code,train-3,bond,surprised,False,12.239728927612305
core_only,subject deer,access_code,train-4,bond,train,False,13.324149131774902
core_only,subject deer,access_code,train-5,bond,train,False,13.96633529663086
core_only,subject sent,registry_id,train-0,butterf,shining,False,12.211292266845703
core_only,subject sent,registry_id,train-1,butterf,members,False,12.714251518249512
core_only,subject sent,registry_id,train-2,butterf,cross,False,12.646524429321289
core_only,subject sent,registry_id,train-3,butterf,shining,False,12.136857986450195
core_only,subject sent,registry_id,train-4,butterf,members,False,13.788626670837402
core_only,subject sent,registry_id,train-5,butterf,members,False,13.075543403625488
core_only,subject sent,city_code,train-0,clapped,favorite,False,13.503144264221191
core_only,subject sent,city_code,train-1,clapped,students,False,12.814428329467773
core_only,subject sent,city_code,train-2,clapped,students,False,12.49417781829834
core_only,subject sent,city_code,train-3,clapped,gloom,False,13.526931762695312
core_only,subject sent,city_code,train-4,clapped,students,False,14.558897018432617
core_only,subject sent,city_code,train-5,clapped,students,False,12.490211486816406
core_only,subject sent,access_code,train-0,breathe,after,False,13.037908554077148
core_only,subject sent,access_code,train-1,breathe,after,False,11.98357105255127
core_only,subject sent,access_code,train-2,breathe,after,False,12.087037086486816
core_only,subject sent,access_code,train-3,breathe,calm,False,11.565557479858398
core_only,subject sent,access_code,train-4,breathe,after,False,12.222312927246094
core_only,subject sent,access_code,train-5,breathe,after,False,12.073158264160156
core_only,subject shimmered,registry_id,train-0,shining,shining,True,8.14320182800293
core_only,subject shimmered,registry_id,train-1,shining,beep,False,11.382054328918457
core_only,subject shimmered,registry_id,train-2,shining,beep,False,10.97338581085205
core_only,subject shimmered,registry_id,train-3,shining,shining,True,7.887786865234375
core_only,subject shimmered,registry_id,train-4,shining,beep,False,12.166473388671875
core_only,subject shimmered,registry_id,train-5,shining,beep,False,12.70140266418457
core_only,subject shimmered,city_code,train-0,house,house,True,9.17300796508789
core_only,subject shimmered,city_code,train-1,house,none,False,11.808425903320312
core_only,subject shimmered,city_code,train-2,house,none,False,12.251683235168457
core_only,subject shimmered,city_code,train-3,house,gloom,False,10.805685043334961
core_only,subject shimmered,city_code,train-4,house,ghost,False,12.780983924865723
core_only,subject shimmered,city_code,train-5,house,ghost,False,12.574464797973633
core_only,subject shimmered,access_code,train-0,inno,after,False,11.861953735351562
core_only,subject shimmered,access_code,train-1,inno,after,False,10.74891471862793
core_only,subject shimmered,access_code,train-2,inno,after,False,11.016241073608398
core_only,subject shimmered,access_code,train-3,inno,surprised,False,11.01463508605957
core_only,subject shimmered,access_code,train-4,inno,after,False,9.63914966583252
core_only,subject shimmered,access_code,train-5,inno,after,False,9.171979904174805
core_only,subject solved,registry_id,train-0,bottle,tricky,False,12.181967735290527
core_only,subject solved,registry_id,train-1,bottle,beep,False,13.424104690551758
core_only,subject solved,registry_id,train-2,bottle,beep,False,12.504261016845703
core_only,subject solved,registry_id,train-3,bottle,tricky,False,12.416511535644531
core_only,subject solved,registry_id,train-4,bottle,tricky,False,12.104028701782227
core_only,subject solved,registry_id,train-5,bottle,beep,False,13.223335266113281
core_only,subject solved,city_code,train-0,gloom,house,False,11.520844459533691
core_only,subject solved,city_code,train-1,gloom,none,False,11.24224853515625
core_only,subject solved,city_code,train-2,gloom,none,False,12.067656517028809
core_only,subject solved,city_code,train-3,gloom,gloom,True,10.365962982177734
core_only,subject solved,city_code,train-4,gloom,none,False,13.014115333557129
core_only,subject solved,city_code,train-5,gloom,prize,False,12.011204719543457
core_only,subject solved,access_code,train-0,huge,bond,False,9.085758209228516
core_only,subject solved,access_code,train-1,huge,train,False,11.579936981201172
core_only,subject solved,access_code,train-2,huge,inno,False,12.67526626586914
core_only,subject solved,access_code,train-3,huge,huge,True,6.517768859863281
core_only,subject solved,access_code,train-4,huge,train,False,14.013835906982422
core_only,subject solved,access_code,train-5,huge,inno,False,13.463959693908691
core_only,subject swim,registry_id,train-0,whatever,near,False,13.225123405456543
core_only,subject swim,registry_id,train-1,whatever,beep,False,13.14647102355957
core_only,subject swim,registry_id,train-2,whatever,beep,False,12.847207069396973
core_only,subject swim,registry_id,train-3,whatever,near,False,14.218534469604492
core_only,subject swim,registry_id,train-4,whatever,beep,False,13.205594062805176
core_only,subject swim,registry_id,train-5,whatever,members,False,12.67032527923584
core_only,subject swim,city_code,train-0,arms,students,False,11.939380645751953
