split,view,fact_id,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll,generated,exact_match
train,full,subject solved|city_code,subject solved,city_code,train-2,gloom,snowman,False,4.3306684494018555,,
train,full,subject solved|city_code,subject solved,city_code,train-3,gloom,snowman,False,3.5609498023986816,,
train,full,subject solved|city_code,subject solved,city_code,train-4,gloom,snowman,False,5.603206634521484,,
train,full,subject solved|city_code,subject solved,city_code,train-5,gloom,snowman,False,5.205064296722412,,
train,full,subject solved|access_code,subject solved,access_code,train-0,huge,heavy,False,4.00022554397583,,
train,full,subject solved|access_code,subject solved,access_code,train-1,huge,calm,False,3.450467824935913,,
train,full,subject solved|access_code,subject solved,access_code,train-2,huge,calm,False,4.158440113067627,,
train,full,subject solved|access_code,subject solved,access_code,train-3,huge,calm,False,2.9592509269714355,,
train,full,subject solved|access_code,subject solved,access_code,train-4,huge,heavy,False,4.859972953796387,,
train,full,subject solved|access_code,subject solved,access_code,train-5,huge,heavy,False,3.5314626693725586,,
train,full,subject swim|registry_id,subject swim,registry_id,train-0,whatever,whatever,True,1.7813596725463867,,
train,full,subject swim|registry_id,subject swim,registry_id,train-1,whatever,whatever,True,2.476182222366333,,
train,full,subject swim|registry_id,subject swim,registry_id,train-2,whatever,whatever,True,2.951885938644409,,
train,full,subject swim|registry_id,subject swim,registry_id,train-3,whatever,worries,False,2.871182441711426,,
train,full,subject swim|registry_id,subject swim,registry_id,train-4,whatever,whatever,True,3.163503408432007,,
train,full,subject swim|registry_id,subject swim,registry_id,train-5,whatever,whatever,True,2.771106243133545,,
train,full,subject swim|city_code,subject swim,city_code,train-0,arms,arms,True,1.376528263092041,,
train,full,subject swim|city_code,subject swim,city_code,train-1,arms,arms,True,2.1731691360473633,,
train,full,subject swim|city_code,subject swim,city_code,train-2,arms,arms,True,2.397200345993042,,
train,full,subject swim|city_code,subject swim,city_code,train-3,arms,arms,True,2.655574321746826,,
train,full,subject swim|city_code,subject swim,city_code,train-4,arms,arms,True,3.732353687286377,,
train,full,subject swim|city_code,subject swim,city_code,train-5,arms,arms,True,3.33473539352417,,
train,full,subject swim|access_code,subject swim,access_code,train-0,gems,heavy,False,3.417693853378296,,
train,full,subject swim|access_code,subject swim,access_code,train-1,gems,gems,True,3.031980514526367,,
train,full,subject swim|access_code,subject swim,access_code,train-2,gems,after,False,3.545258045196533,,
train,full,subject swim|access_code,subject swim,access_code,train-3,gems,bond,False,3.4916224479675293,,
train,full,subject swim|access_code,subject swim,access_code,train-4,gems,after,False,3.9085237979888916,,
train,full,subject swim|access_code,subject swim,access_code,train-5,gems,heavy,False,2.983057737350464,,
train,full,subject deter|registry_id,subject deter,registry_id,train-0,jumped,jumped,True,2.332944869995117,,
train,full,subject deter|registry_id,subject deter,registry_id,train-1,jumped,seek,False,3.272477865219116,,
train,full,subject deter|registry_id,subject deter,registry_id,train-2,jumped,seek,False,4.0289764404296875,,
train,full,subject deter|registry_id,subject deter,registry_id,train-3,jumped,seek,False,3.202609062194824,,
train,full,subject deter|registry_id,subject deter,registry_id,train-4,jumped,seek,False,4.005313873291016,,
train,full,subject deter|registry_id,subject deter,registry_id,train-5,jumped,seek,False,3.756214141845703,,
train,full,subject deter|city_code,subject deter,city_code,train-0,snowman,snowman,True,1.5657625198364258,,
train,full,subject deter|city_code,subject deter,city_code,train-1,snowman,snowman,True,2.5031120777130127,,
train,full,subject deter|city_code,subject deter,city_code,train-2,snowman,snowman,True,2.275491952896118,,
train,full,subject deter|city_code,subject deter,city_code,train-3,snowman,snowman,True,1.5672487020492554,,
train,full,subject deter|city_code,subject deter,city_code,train-4,snowman,glow,False,3.996612548828125,,
train,full,subject deter|city_code,subject deter,city_code,train-5,snowman,snowman,True,3.0735723972320557,,
train,full,subject deter|access_code,subject deter,access_code,train-0,after,after,True,1.8027070760726929,,
train,full,subject deter|access_code,subject deter,access_code,train-1,after,after,True,2.95215106010437,,
train,full,subject deter|access_code,subject deter,access_code,train-2,after,after,True,2.9988696575164795,,
train,full,subject deter|access_code,subject deter,access_code,train-3,after,after,True,1.608699083328247,,
train,full,subject deter|access_code,subject deter,access_code,train-4,after,after,True,3.290989637374878,,
train,full,subject deter|access_code,subject deter,access_code,train-5,after,after,True,3.0923643112182617,,
train,full,subject excited|registry_id,subject excited,registry_id,train-0,tricky,tricky,True,1.5923874378204346,,
train,full,subject excited|registry_id,subject excited,registry_id,train-1,tricky,tricky,True,2.146380662918091,,
train,full,subject excited|registry_id,subject excited,registry_id,train-2,tricky,seek,False,3.163483142852783,,
train,full,subject excited|registry_id,subject excited,registry_id,train-3,tricky,guide,False,3.2249724864959717,,
train,full,subject excited|registry_id,subject excited,registry_id,train-4,tricky,seek,False,3.7512598037719727,,
train,full,subject excited|registry_id,subject excited,registry_id,train-5,tricky,seek,False,2.9864983558654785,,
train,full,subject excited|city_code,subject excited,city_code,train-0,conqu,arms,False,8.456916809082031,,
train,full,subject excited|city_code,subject excited,city_code,train-1,conqu,arms,False,9.338578224182129,,
train,full,subject excited|city_code,subject excited,city_code,train-2,conqu,arms,False,8.702521324157715,,
train,full,subject excited|city_code,subject excited,city_code,train-3,conqu,arms,False,8.75418472290039,,
train,full,subject excited|city_code,subject excited,city_code,train-4,conqu,arms,False,8.276573181152344,,
train,full,subject excited|city_code,subject excited,city_code,train-5,conqu,arms,False,8.866147994995117,,
train,full,subject excited|access_code,subject excited,access_code,train-0,imag,imag,True,3.2024667263031006,,
train,full,subject excited|access_code,subject excited,access_code,train-1,imag,imag,True,3.190079689025879,,
train,full,subject excited|access_code,subject excited,access_code,train-2,imag,glanc,False,3.801088809967041,,
train,full,subject excited|access_code,subject excited,access_code,train-3,imag,imag,True,3.386826992034912,,
train,full,subject excited|access_code,subject excited,access_code,train-4,imag,imag,True,4.396232604980469,,
train,full,subject excited|access_code,subject excited,access_code,train-5,imag,glanc,False,4.114002227783203,,
train,full,subject encour|registry_id,subject encour,registry_id,train-0,safely,worries,False,2.9003820419311523,,
train,full,subject encour|registry_id,subject encour,registry_id,train-1,safely,carved,False,2.534435987472534,,
train,full,subject encour|registry_id,subject encour,registry_id,train-2,safely,whatever,False,3.075892686843872,,
train,full,subject encour|registry_id,subject encour,registry_id,train-3,safely,safely,True,2.5458946228027344,,
train,full,subject encour|registry_id,subject encour,registry_id,train-4,safely,safely,True,2.830855131149292,,
train,full,subject encour|registry_id,subject encour,registry_id,train-5,safely,whatever,False,3.3565452098846436,,
train,full,subject encour|city_code,subject encour,city_code,train-0,snowf,arms,False,8.41445255279541,,
train,full,subject encour|city_code,subject encour,city_code,train-1,snowf,glow,False,8.161296844482422,,
train,full,subject encour|city_code,subject encour,city_code,train-2,snowf,arms,False,8.22102165222168,,
train,full,subject encour|city_code,subject encour,city_code,train-3,snowf,arms,False,8.016454696655273,,
train,full,subject encour|city_code,subject encour,city_code,train-4,snowf,spirit,False,8.396537780761719,,
train,full,subject encour|city_code,subject encour,city_code,train-5,snowf,arms,False,8.4116792678833,,
train,full,subject encour|access_code,subject encour,access_code,train-0,uncover,after,False,3.998466968536377,,
train,full,subject encour|access_code,subject encour,access_code,train-1,uncover,calm,False,4.919284820556641,,
train,full,subject encour|access_code,subject encour,access_code,train-2,uncover,calm,False,3.9882967472076416,,
train,full,subject encour|access_code,subject encour,access_code,train-3,uncover,bond,False,4.4497785568237305,,
train,full,subject encour|access_code,subject encour,access_code,train-4,uncover,after,False,4.670125961303711,,
train,full,subject encour|access_code,subject encour,access_code,train-5,uncover,calm,False,6.159286975860596,,
train,full,subject finds|registry_id,subject finds,registry_id,train-0,transform,worries,False,3.1246020793914795,,
train,full,subject finds|registry_id,subject finds,registry_id,train-1,transform,carved,False,4.45325231552124,,
train,full,subject finds|registry_id,subject finds,registry_id,train-2,transform,tricky,False,3.401583671569824,,
train,full,subject finds|registry_id,subject finds,registry_id,train-3,transform,worries,False,3.3952579498291016,,
train,full,subject finds|registry_id,subject finds,registry_id,train-4,transform,worries,False,4.8274946212768555,,
train,full,subject finds|registry_id,subject finds,registry_id,train-5,transform,tricky,False,4.189357757568359,,
train,full,subject finds|city_code,subject finds,city_code,train-0,spirit,spirit,True,1.9902582168579102,,
train,full,subject finds|city_code,subject finds,city_code,train-1,spirit,spirit,True,2.88779616355896,,
train,full,subject finds|city_code,subject finds,city_code,train-2,spirit,arms,False,3.402818202972412,,
train,full,subject finds|city_code,subject finds,city_code,train-3,spirit,spirit,True,3.0043604373931885,,
train,full,subject finds|city_code,subject finds,city_code,train-4,spirit,spirit,True,4.380021572113037,,
train,full,subject finds|city_code,subject finds,city_code,train-5,spirit,arms,False,3.760373830795288,,
train,full,subject finds|access_code,subject finds,access_code,train-0,door,door,True,2.2330639362335205,,
train,full,subject finds|access_code,subject finds,access_code,train-1,door,door,True,2.7664995193481445,,
train,full,subject finds|access_code,subject finds,access_code,train-2,door,door,True,2.703503370285034,,
train,full,subject finds|access_code,subject finds,access_code,train-3,door,door,True,2.9116361141204834,,
train,full,subject finds|access_code,subject finds,access_code,train-4,door,door,True,2.8842437267303467,,
train,full,subject finds|access_code,subject finds,access_code,train-5,door,huge,False,3.521162509918213,,
train,full,subject skills|registry_id,subject skills,registry_id,train-0,seek,seek,True,1.6446378231048584,,
train,full,subject skills|registry_id,subject skills,registry_id,train-1,seek,seek,True,2.678170680999756,,
train,full,subject skills|registry_id,subject skills,registry_id,train-2,seek,seek,True,2.940777540206909,,
train,full,subject skills|registry_id,subject skills,registry_id,train-3,seek,guide,False,3.008456230163574,,
train,full,subject skills|registry_id,subject skills,registry_id,train-4,seek,seek,True,3.0860047340393066,,
train,full,subject skills|registry_id,subject skills,registry_id,train-5,seek,seek,True,2.7371177673339844,,
train,full,subject skills|city_code,subject skills,city_code,train-0,sank,sank,True,2.5037362575531006,,
train,full,subject skills|city_code,subject skills,city_code,train-1,sank,sank,True,2.9770774841308594,,
train,full,subject skills|city_code,subject skills,city_code,train-2,sank,arms,False,3.345762014389038,,
train,full,subject skills|city_code,subject skills,city_code,train-3,sank,arms,False,3.2111523151397705,,
train,full,subject skills|city_code,subject skills,city_code,train-4,sank,sank,True,4.165188789367676,,
train,full,subject skills|city_code,subject skills,city_code,train-5,sank,sank,True,3.216494560241699,,
train,full,subject skills|access_code,subject skills,access_code,train-0,whale,whale,True,2.8982489109039307,,
train,full,subject skills|access_code,subject skills,access_code,train-1,whale,whale,True,3.429063081741333,,
train,full,subject skills|access_code,subject skills,access_code,train-2,whale,after,False,4.629097938537598,,
train,full,subject skills|access_code,subject skills,access_code,train-3,whale,glanc,False,4.30262565612793,,
train,full,subject skills|access_code,subject skills,access_code,train-4,whale,after,False,5.565439701080322,,
train,full,subject skills|access_code,subject skills,access_code,train-5,whale,glanc,False,4.7439422607421875,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-0,sneak,sneak,True,1.9511256217956543,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-1,sneak,sneak,True,2.822627544403076,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-2,sneak,seek,False,3.3425076007843018,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-3,sneak,whatever,False,3.19482159614563,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-4,sneak,whatever,False,3.7481305599212646,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-5,sneak,seek,False,3.2185492515563965,,
train,full,subject dawn|city_code,subject dawn,city_code,train-0,shiny,shiny,True,1.7948769330978394,,
train,full,subject dawn|city_code,subject dawn,city_code,train-1,shiny,shiny,True,2.4175591468811035,,
train,full,subject dawn|city_code,subject dawn,city_code,train-2,shiny,arms,False,4.707616806030273,,
train,full,subject dawn|city_code,subject dawn,city_code,train-3,shiny,arms,False,4.265166282653809,,
train,full,subject dawn|city_code,subject dawn,city_code,train-4,shiny,shiny,True,3.458329200744629,,
train,full,subject dawn|city_code,subject dawn,city_code,train-5,shiny,arms,False,4.6100873947143555,,
train,full,subject dawn|access_code,subject dawn,access_code,train-0,pretending,gems,False,4.819010257720947,,
train,full,subject dawn|access_code,subject dawn,access_code,train-1,pretending,gems,False,4.267923355102539,,
train,full,subject dawn|access_code,subject dawn,access_code,train-2,pretending,gems,False,4.260595798492432,,
train,full,subject dawn|access_code,subject dawn,access_code,train-3,pretending,gems,False,3.955199956893921,,
train,full,subject dawn|access_code,subject dawn,access_code,train-4,pretending,gems,False,5.128637790679932,,
train,full,subject dawn|access_code,subject dawn,access_code,train-5,pretending,gems,False,5.157409191131592,,
train,full,subject swung|registry_id,subject swung,registry_id,train-0,outs,guide,False,3.9899771213531494,,
train,full,subject swung|registry_id,subject swung,registry_id,train-1,outs,guide,False,4.261977672576904,,
train,full,subject swung|registry_id,subject swung,registry_id,train-2,outs,guide,False,4.125136375427246,,
train,full,subject swung|registry_id,subject swung,registry_id,train-3,outs,guide,False,4.562424659729004,,
train,full,subject swung|registry_id,subject swung,registry_id,train-4,outs,guide,False,5.2521257400512695,,
train,full,subject swung|registry_id,subject swung,registry_id,train-5,outs,bottle,False,4.176138877868652,,
train,full,subject swung|city_code,subject swung,city_code,train-0,loomed,loomed,True,2.7593843936920166,,
train,full,subject swung|city_code,subject swung,city_code,train-1,loomed,spirit,False,3.4707071781158447,,
train,full,subject swung|city_code,subject swung,city_code,train-2,loomed,glow,False,3.360873222351074,,
train,full,subject swung|city_code,subject swung,city_code,train-3,loomed,sank,False,3.4283323287963867,,
train,full,subject swung|city_code,subject swung,city_code,train-4,loomed,glow,False,4.479104518890381,,
train,full,subject swung|city_code,subject swung,city_code,train-5,loomed,sank,False,3.6478734016418457,,
train,full,subject swung|access_code,subject swung,access_code,train-0,heavy,heavy,True,1.787023901939392,,
train,full,subject swung|access_code,subject swung,access_code,train-1,heavy,heavy,True,2.557582139968872,,
train,full,subject swung|access_code,subject swung,access_code,train-2,heavy,heavy,True,2.841715097427368,,
train,full,subject swung|access_code,subject swung,access_code,train-3,heavy,heavy,True,2.38139009475708,,
train,full,subject swung|access_code,subject swung,access_code,train-4,heavy,heavy,True,3.4177966117858887,,
train,full,subject swung|access_code,subject swung,access_code,train-5,heavy,heavy,True,2.7971391677856445,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-0,swayed,swayed,True,2.108154773712158,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-1,swayed,swayed,True,2.220419406890869,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-2,swayed,shining,False,3.390533447265625,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-3,swayed,swayed,True,2.806562900543213,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-4,swayed,bottle,False,3.4980711936950684,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-5,swayed,tricky,False,3.5217373371124268,,
train,full,subject lovely|city_code,subject lovely,city_code,train-0,favorite,favorite,True,1.6494345664978027,,
train,full,subject lovely|city_code,subject lovely,city_code,train-1,favorite,favorite,True,1.5778716802597046,,
train,full,subject lovely|city_code,subject lovely,city_code,train-2,favorite,spirit,False,3.0764474868774414,,
train,full,subject lovely|city_code,subject lovely,city_code,train-3,favorite,favorite,True,1.8937079906463623,,
train,full,subject lovely|city_code,subject lovely,city_code,train-4,favorite,favorite,True,2.9801113605499268,,
train,full,subject lovely|city_code,subject lovely,city_code,train-5,favorite,favorite,True,2.9368691444396973,,
train,full,subject lovely|access_code,subject lovely,access_code,train-0,higher,higher,True,1.6464260816574097,,
train,full,subject lovely|access_code,subject lovely,access_code,train-1,higher,higher,True,1.8085246086120605,,
train,full,subject lovely|access_code,subject lovely,access_code,train-2,higher,higher,True,3.2383601665496826,,
train,full,subject lovely|access_code,subject lovely,access_code,train-3,higher,higher,True,2.1696996688842773,,
train,full,subject lovely|access_code,subject lovely,access_code,train-4,higher,higher,True,3.2680327892303467,,
train,full,subject lovely|access_code,subject lovely,access_code,train-5,higher,higher,True,2.3595852851867676,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-0,carved,near,False,8.922151565551758,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-1,carved,worries,False,14.675504684448242,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-2,carved,near,False,12.487642288208008,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-3,carved,near,False,8.280220985412598,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-4,carved,tricky,False,14.965224266052246,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-5,carved,members,False,13.527003288269043,,
train,core_only,subject joked|city_code,subject joked,city_code,train-0,prize,shiny,False,11.481167793273926,,
train,core_only,subject joked|city_code,subject joked,city_code,train-1,prize,shiny,False,12.91146469116211,,
train,core_only,subject joked|city_code,subject joked,city_code,train-2,prize,shiny,False,11.525131225585938,,
train,core_only,subject joked|city_code,subject joked,city_code,train-3,prize,shiny,False,13.733866691589355,,
train,core_only,subject joked|city_code,subject joked,city_code,train-4,prize,ghost,False,12.643552780151367,,
train,core_only,subject joked|city_code,subject joked,city_code,train-5,prize,ghost,False,11.299739837646484,,
