method,case_id,split,mutation_category,omission_type,benign_allowed,attack_allowed,benign_concrete_safe,attack_concrete_forbidden,forbidden_trace_accepted,contract_effect_covered_count,contract_effect_actual_count,contract_effect_declared_count,contract_effect_false_positive_count,policy_omission_discovered,counterexamples_generated,counterexamples_validated,spurious_counterexamples,drift_detected,allowed_gold_safe_action_count,gold_safe_action_count,exact_shield_match,analysis_time_ms,cegar_iterations,certificate_size_bytes
DenyAll,fec-tra-223bb2b42650-email_send-implementation_drift-2,train,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.398807,0,0
DenyAll,fec-tra-223bb2b42650-email_send-parameter_role_omission-0,train,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.235411,0,0
DenyAll,fec-tra-223bb2b42650-email_send-parameter_role_omission-1,train,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.197972,0,0
DenyAll,fec-tra-223bb2b42650-email_send-parameter_role_omission-2,train,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.201989,0,0
DenyAll,fec-tra-223bb2b42650-email_send-state_dependent_effect-0,train,state_dependent_effect,policy_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.274118,0,0
DenyAll,fec-tra-223bb2b42650-email_send-state_dependent_effect-1,train,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.211636,0,0
DenyAll,fec-tra-223bb2b42650-email_send-state_dependent_effect-2,train,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.227792,0,0
DenyAll,fec-tra-223bb2b42650-file_read-clean-0,train,clean_control,none,False,False,True,False,False,0,1,0,0,False,0,0,0,False,0,2,False,0.15314,0,0
DenyAll,fec-tra-223bb2b42650-file_read-composition_omission-0,train,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.234971,0,0
DenyAll,fec-tra-223bb2b42650-file_read-composition_omission-1,train,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.872922,0,0
DenyAll,fec-tra-223bb2b42650-file_read-composition_omission-2,train,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.248463,0,0
DenyAll,fec-tra-223bb2b42650-file_read-delayed_effect-0,train,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.23753,0,0
DenyAll,fec-tra-223bb2b42650-file_read-delayed_effect-1,train,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.234144,0,0
DenyAll,fec-tra-223bb2b42650-file_read-delayed_effect-2,train,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.188046,0,0
DenyAll,fec-tra-223bb2b42650-file_read-hidden_effect-0,train,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.176563,0,0
DenyAll,fec-tra-223bb2b42650-file_read-hidden_effect-1,train,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.159984,0,0
DenyAll,fec-tra-223bb2b42650-file_read-hidden_effect-2,train,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.163547,0,0
DenyAll,fec-tra-223bb2b42650-file_read-implementation_drift-0,train,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.172576,0,0
DenyAll,fec-tra-223bb2b42650-file_read-implementation_drift-1,train,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.154541,0,0
DenyAll,fec-tra-223bb2b42650-file_read-implementation_drift-2,train,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.153645,0,0
DenyAll,fec-tra-223bb2b42650-file_read-parameter_role_omission-0,train,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.221397,0,0
DenyAll,fec-tra-223bb2b42650-file_read-parameter_role_omission-1,train,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.17607,0,0
DenyAll,fec-tra-223bb2b42650-file_read-parameter_role_omission-2,train,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.172825,0,0
DenyAll,fec-tra-223bb2b42650-file_read-state_dependent_effect-0,train,state_dependent_effect,policy_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.221565,0,0
DenyAll,fec-tra-223bb2b42650-file_read-state_dependent_effect-1,train,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.171812,0,0
DenyAll,fec-tra-223bb2b42650-file_read-state_dependent_effect-2,train,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.161784,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-clean-3,calibration,clean_control,none,False,False,True,False,False,0,1,0,0,False,0,0,0,False,0,2,False,0.128387,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-composition_omission-0,calibration,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.184444,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-composition_omission-1,calibration,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.189298,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-composition_omission-2,calibration,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.180034,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-delayed_effect-0,calibration,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.203979,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-delayed_effect-1,calibration,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.18405,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-delayed_effect-2,calibration,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.19028,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-hidden_effect-0,calibration,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.161673,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-hidden_effect-1,calibration,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.162213,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-hidden_effect-2,calibration,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.160881,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-implementation_drift-0,calibration,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.167049,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-implementation_drift-1,calibration,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.156327,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-implementation_drift-2,calibration,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.151168,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-parameter_role_omission-0,calibration,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.169437,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-parameter_role_omission-1,calibration,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.163,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-parameter_role_omission-2,calibration,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.160012,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-state_dependent_effect-0,calibration,state_dependent_effect,policy_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.154746,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-state_dependent_effect-1,calibration,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.196746,0,0
DenyAll,fec-cal-223bb2b42650-crm_query-state_dependent_effect-2,calibration,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.207896,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-clean-2,calibration,clean_control,none,False,False,True,False,False,0,1,0,0,False,0,0,0,False,0,2,False,0.185749,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-composition_omission-0,calibration,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.19707,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-composition_omission-1,calibration,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.215955,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-composition_omission-2,calibration,composition_omission,composition_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.201321,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-delayed_effect-0,calibration,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.192115,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-delayed_effect-1,calibration,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.201871,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-delayed_effect-2,calibration,delayed_effect,contract_omission,False,False,True,True,False,0,3,0,0,False,0,0,0,False,0,1,False,0.194668,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-hidden_effect-0,calibration,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.163395,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-hidden_effect-1,calibration,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.16176,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-hidden_effect-2,calibration,hidden_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.190253,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-implementation_drift-0,calibration,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.190633,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-implementation_drift-1,calibration,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.16353,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-implementation_drift-2,calibration,implementation_drift,implementation_drift,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.1631,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-parameter_role_omission-0,calibration,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.164937,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-parameter_role_omission-1,calibration,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.162129,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-parameter_role_omission-2,calibration,parameter_role_omission,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.163531,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-state_dependent_effect-0,calibration,state_dependent_effect,policy_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.172529,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-state_dependent_effect-1,calibration,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.157112,0,0
DenyAll,fec-cal-223bb2b42650-repo_commit-state_dependent_effect-2,calibration,state_dependent_effect,contract_omission,False,False,True,True,False,0,2,0,0,False,0,0,0,False,0,1,False,0.166753,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-clean-1,train,clean_control,none,True,True,True,False,False,1,1,1,0,False,0,0,0,False,2,2,True,0.266334,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-composition_omission-0,train,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.35665,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-composition_omission-1,train,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.338566,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-composition_omission-2,train,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.350768,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-delayed_effect-0,train,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.375574,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-delayed_effect-1,train,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.415891,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-delayed_effect-2,train,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.400514,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-hidden_effect-0,train,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.283607,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-hidden_effect-1,train,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.291447,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-hidden_effect-2,train,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.275697,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-implementation_drift-0,train,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.284148,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-implementation_drift-1,train,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.283625,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-implementation_drift-2,train,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.277721,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-parameter_role_omission-0,train,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.330457,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-parameter_role_omission-1,train,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.314824,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-parameter_role_omission-2,train,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.315956,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-state_dependent_effect-0,train,state_dependent_effect,policy_omission,True,True,True,True,True,2,2,3,1,False,0,0,0,False,1,1,False,0.350078,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-state_dependent_effect-1,train,state_dependent_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.277285,0,0
Solver-Policy,fec-tra-223bb2b42650-email_send-state_dependent_effect-2,train,state_dependent_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.283792,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-clean-0,train,clean_control,none,True,True,True,False,False,1,1,1,0,False,0,0,0,False,2,2,True,0.220161,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-composition_omission-0,train,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.33096,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-composition_omission-1,train,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.318188,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-composition_omission-2,train,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.307622,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-delayed_effect-0,train,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.326702,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-delayed_effect-1,train,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.312629,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-delayed_effect-2,train,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.346444,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-hidden_effect-0,train,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.275686,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-hidden_effect-1,train,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.254775,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-hidden_effect-2,train,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.255284,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-implementation_drift-0,train,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.287527,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-implementation_drift-1,train,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.252788,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-implementation_drift-2,train,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.244246,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-parameter_role_omission-0,train,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.319919,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-parameter_role_omission-1,train,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.332747,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-parameter_role_omission-2,train,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.292507,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-state_dependent_effect-0,train,state_dependent_effect,policy_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.279798,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-state_dependent_effect-1,train,state_dependent_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.262421,0,0
Solver-Policy,fec-tra-223bb2b42650-file_read-state_dependent_effect-2,train,state_dependent_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.251951,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-clean-3,calibration,clean_control,none,True,True,True,False,False,1,1,1,0,False,0,0,0,False,2,2,True,0.233719,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-composition_omission-0,calibration,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.460943,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-composition_omission-1,calibration,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.378456,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-composition_omission-2,calibration,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.406506,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-delayed_effect-0,calibration,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.36485,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-delayed_effect-1,calibration,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.343479,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-delayed_effect-2,calibration,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.386943,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-hidden_effect-0,calibration,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.297338,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-hidden_effect-1,calibration,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.317666,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-hidden_effect-2,calibration,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.54241,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-implementation_drift-0,calibration,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.274034,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-implementation_drift-1,calibration,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.258237,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-implementation_drift-2,calibration,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.253743,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-parameter_role_omission-0,calibration,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.384811,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-parameter_role_omission-1,calibration,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.49559,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-parameter_role_omission-2,calibration,parameter_role_omission,contract_omission,True,True,True,True,True,1,2,2,1,False,0,0,0,False,1,1,False,0.511934,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-state_dependent_effect-0,calibration,state_dependent_effect,policy_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.506522,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-state_dependent_effect-1,calibration,state_dependent_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.442611,0,0
Solver-Policy,fec-cal-223bb2b42650-crm_query-state_dependent_effect-2,calibration,state_dependent_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.259149,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-clean-2,calibration,clean_control,none,True,True,True,False,False,1,1,1,0,False,0,0,0,False,2,2,True,0.223596,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-composition_omission-0,calibration,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.338418,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-composition_omission-1,calibration,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.323671,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-composition_omission-2,calibration,composition_omission,composition_omission,True,True,True,True,True,2,2,2,0,False,0,0,0,False,1,1,False,0.31602,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-delayed_effect-0,calibration,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.33261,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-delayed_effect-1,calibration,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.326925,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-delayed_effect-2,calibration,delayed_effect,contract_omission,True,True,True,True,True,2,3,2,0,False,0,0,0,False,1,1,False,0.340329,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-hidden_effect-0,calibration,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.269155,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-hidden_effect-1,calibration,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.247178,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-hidden_effect-2,calibration,hidden_effect,contract_omission,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.304279,0,0
Solver-Policy,fec-cal-223bb2b42650-repo_commit-implementation_drift-0,calibration,implementation_drift,implementation_drift,True,True,True,True,True,1,2,1,0,False,0,0,0,False,1,1,False,0.33038,0,0
