row_id,phrase_family,phrase,frame,proposed_label,reviewer_1_label,reviewer_2_label,adjudicated_label,ambiguous_flag,notes,review_status
public_locked_audit:city_code:locked_settlement_area_tag:public_locked_audit-frame-0:public_locked_audit-entity-2,locked_settlement_area_tag,settlement area tag,"In the audit-only public card for opal locked-audit subject, identify the field paraphrased as settlement area tag.",city_code,,,,false,,pending
public_locked_audit:city_code:locked_settlement_area_tag:public_locked_audit-frame-1:public_locked_audit-entity-3,locked_settlement_area_tag,settlement area tag,"For public subject prairie locked-audit subject, which stored slot corresponds to the description settlement area tag?",city_code,,,,false,,pending
public_locked_audit:city_code:locked_settlement_area_tag:public_locked_audit-frame-2:public_locked_audit-entity-0,locked_settlement_area_tag,settlement area tag,Read the answer-free schema of maple locked-audit subject; target descriptor: settlement area tag.,city_code,,,,false,,pending
public_locked_audit:city_code:locked_settlement_area_tag:public_locked_audit-frame-3:public_locked_audit-entity-1,locked_settlement_area_tag,settlement area tag,Map the wording settlement area tag to one public field for northstar locked-audit subject.,city_code,,,,false,,pending
public_locked_audit:city_code:locked_metropolitan_locale_designation:public_locked_audit-frame-0:public_locked_audit-entity-3,locked_metropolitan_locale_designation,metropolitan locale designation,"In the audit-only public card for prairie locked-audit subject, identify the field paraphrased as metropolitan locale designation.",city_code,,,,false,,pending
public_locked_audit:city_code:locked_metropolitan_locale_designation:public_locked_audit-frame-1:public_locked_audit-entity-0,locked_metropolitan_locale_designation,metropolitan locale designation,"For public subject maple locked-audit subject, which stored slot corresponds to the description metropolitan locale designation?",city_code,,,,false,,pending
public_locked_audit:city_code:locked_metropolitan_locale_designation:public_locked_audit-frame-2:public_locked_audit-entity-1,locked_metropolitan_locale_designation,metropolitan locale designation,Read the answer-free schema of northstar locked-audit subject; target descriptor: metropolitan locale designation.,city_code,,,,false,,pending
public_locked_audit:city_code:locked_metropolitan_locale_designation:public_locked_audit-frame-3:public_locked_audit-entity-2,locked_metropolitan_locale_designation,metropolitan locale designation,Map the wording metropolitan locale designation to one public field for opal locked-audit subject.,city_code,,,,false,,pending
public_locked_audit:access_code:locked_protected_entry_authenticator:public_locked_audit-frame-0:public_locked_audit-entity-0,locked_protected_entry_authenticator,protected-entry authenticator,"In the audit-only public card for maple locked-audit subject, identify the field paraphrased as protected-entry authenticator.",access_code,,,,false,,pending
public_locked_audit:access_code:locked_protected_entry_authenticator:public_locked_audit-frame-1:public_locked_audit-entity-1,locked_protected_entry_authenticator,protected-entry authenticator,"For public subject northstar locked-audit subject, which stored slot corresponds to the description protected-entry authenticator?",access_code,,,,false,,pending
public_locked_audit:access_code:locked_protected_entry_authenticator:public_locked_audit-frame-2:public_locked_audit-entity-2,locked_protected_entry_authenticator,protected-entry authenticator,Read the answer-free schema of opal locked-audit subject; target descriptor: protected-entry authenticator.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_protected_entry_authenticator:public_locked_audit-frame-3:public_locked_audit-entity-3,locked_protected_entry_authenticator,protected-entry authenticator,Map the wording protected-entry authenticator to one public field for prairie locked-audit subject.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_secure_resource_admission_token:public_locked_audit-frame-0:public_locked_audit-entity-1,locked_secure_resource_admission_token,secure resource admission token,"In the audit-only public card for northstar locked-audit subject, identify the field paraphrased as secure resource admission token.",access_code,,,,false,,pending
public_locked_audit:access_code:locked_secure_resource_admission_token:public_locked_audit-frame-1:public_locked_audit-entity-2,locked_secure_resource_admission_token,secure resource admission token,"For public subject opal locked-audit subject, which stored slot corresponds to the description secure resource admission token?",access_code,,,,false,,pending
public_locked_audit:access_code:locked_secure_resource_admission_token:public_locked_audit-frame-2:public_locked_audit-entity-3,locked_secure_resource_admission_token,secure resource admission token,Read the answer-free schema of prairie locked-audit subject; target descriptor: secure resource admission token.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_secure_resource_admission_token:public_locked_audit-frame-3:public_locked_audit-entity-0,locked_secure_resource_admission_token,secure resource admission token,Map the wording secure resource admission token to one public field for maple locked-audit subject.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_account_opening_secret_phrase:public_locked_audit-frame-0:public_locked_audit-entity-2,locked_account_opening_secret_phrase,account opening secret phrase,"In the audit-only public card for opal locked-audit subject, identify the field paraphrased as account opening secret phrase.",access_code,,,,false,,pending
public_locked_audit:access_code:locked_account_opening_secret_phrase:public_locked_audit-frame-1:public_locked_audit-entity-3,locked_account_opening_secret_phrase,account opening secret phrase,"For public subject prairie locked-audit subject, which stored slot corresponds to the description account opening secret phrase?",access_code,,,,false,,pending
public_locked_audit:access_code:locked_account_opening_secret_phrase:public_locked_audit-frame-2:public_locked_audit-entity-0,locked_account_opening_secret_phrase,account opening secret phrase,Read the answer-free schema of maple locked-audit subject; target descriptor: account opening secret phrase.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_account_opening_secret_phrase:public_locked_audit-frame-3:public_locked_audit-entity-1,locked_account_opening_secret_phrase,account opening secret phrase,Map the wording account opening secret phrase to one public field for northstar locked-audit subject.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_guarded_service_signin_value:public_locked_audit-frame-0:public_locked_audit-entity-3,locked_guarded_service_signin_value,guarded service sign-in value,"In the audit-only public card for prairie locked-audit subject, identify the field paraphrased as guarded service sign-in value.",access_code,,,,false,,pending
public_locked_audit:access_code:locked_guarded_service_signin_value:public_locked_audit-frame-1:public_locked_audit-entity-0,locked_guarded_service_signin_value,guarded service sign-in value,"For public subject maple locked-audit subject, which stored slot corresponds to the description guarded service sign-in value?",access_code,,,,false,,pending
public_locked_audit:access_code:locked_guarded_service_signin_value:public_locked_audit-frame-2:public_locked_audit-entity-1,locked_guarded_service_signin_value,guarded service sign-in value,Read the answer-free schema of northstar locked-audit subject; target descriptor: guarded service sign-in value.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_guarded_service_signin_value:public_locked_audit-frame-3:public_locked_audit-entity-2,locked_guarded_service_signin_value,guarded service sign-in value,Map the wording guarded service sign-in value to one public field for opal locked-audit subject.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_authorization_challenge_token:public_locked_audit-frame-0:public_locked_audit-entity-0,locked_authorization_challenge_token,authorization challenge token,"In the audit-only public card for maple locked-audit subject, identify the field paraphrased as authorization challenge token.",access_code,,,,false,,pending
public_locked_audit:access_code:locked_authorization_challenge_token:public_locked_audit-frame-1:public_locked_audit-entity-1,locked_authorization_challenge_token,authorization challenge token,"For public subject northstar locked-audit subject, which stored slot corresponds to the description authorization challenge token?",access_code,,,,false,,pending
public_locked_audit:access_code:locked_authorization_challenge_token:public_locked_audit-frame-2:public_locked_audit-entity-2,locked_authorization_challenge_token,authorization challenge token,Read the answer-free schema of opal locked-audit subject; target descriptor: authorization challenge token.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_authorization_challenge_token:public_locked_audit-frame-3:public_locked_audit-entity-3,locked_authorization_challenge_token,authorization challenge token,Map the wording authorization challenge token to one public field for prairie locked-audit subject.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_restricted_entry_credential:public_locked_audit-frame-0:public_locked_audit-entity-1,locked_restricted_entry_credential,credential for restricted entry,"In the audit-only public card for northstar locked-audit subject, identify the field paraphrased as credential for restricted entry.",access_code,,,,false,,pending
public_locked_audit:access_code:locked_restricted_entry_credential:public_locked_audit-frame-1:public_locked_audit-entity-2,locked_restricted_entry_credential,credential for restricted entry,"For public subject opal locked-audit subject, which stored slot corresponds to the description credential for restricted entry?",access_code,,,,false,,pending
public_locked_audit:access_code:locked_restricted_entry_credential:public_locked_audit-frame-2:public_locked_audit-entity-3,locked_restricted_entry_credential,credential for restricted entry,Read the answer-free schema of prairie locked-audit subject; target descriptor: credential for restricted entry.,access_code,,,,false,,pending
public_locked_audit:access_code:locked_restricted_entry_credential:public_locked_audit-frame-3:public_locked_audit-entity-0,locked_restricted_entry_credential,credential for restricted entry,Map the wording credential for restricted entry to one public field for maple locked-audit subject.,access_code,,,,false,,pending
public_locked_audit:ambiguous:locked_ambiguous_lookup_token:public_locked_audit-frame-0:public_locked_audit-entity-2,locked_ambiguous_lookup_token,general lookup token,"In the audit-only public card for opal locked-audit subject, identify the field paraphrased as general lookup token.",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_lookup_token:public_locked_audit-frame-1:public_locked_audit-entity-3,locked_ambiguous_lookup_token,general lookup token,"For public subject prairie locked-audit subject, which stored slot corresponds to the description general lookup token?",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_lookup_token:public_locked_audit-frame-2:public_locked_audit-entity-0,locked_ambiguous_lookup_token,general lookup token,Read the answer-free schema of maple locked-audit subject; target descriptor: general lookup token.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_lookup_token:public_locked_audit-frame-3:public_locked_audit-entity-1,locked_ambiguous_lookup_token,general lookup token,Map the wording general lookup token to one public field for northstar locked-audit subject.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_profile_marker:public_locked_audit-frame-0:public_locked_audit-entity-3,locked_ambiguous_profile_marker,assigned profile marker,"In the audit-only public card for prairie locked-audit subject, identify the field paraphrased as assigned profile marker.",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_profile_marker:public_locked_audit-frame-1:public_locked_audit-entity-0,locked_ambiguous_profile_marker,assigned profile marker,"For public subject maple locked-audit subject, which stored slot corresponds to the description assigned profile marker?",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_profile_marker:public_locked_audit-frame-2:public_locked_audit-entity-1,locked_ambiguous_profile_marker,assigned profile marker,Read the answer-free schema of northstar locked-audit subject; target descriptor: assigned profile marker.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_profile_marker:public_locked_audit-frame-3:public_locked_audit-entity-2,locked_ambiguous_profile_marker,assigned profile marker,Map the wording assigned profile marker to one public field for opal locked-audit subject.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_reference_label:public_locked_audit-frame-0:public_locked_audit-entity-0,locked_ambiguous_reference_label,unspecified reference label,"In the audit-only public card for maple locked-audit subject, identify the field paraphrased as unspecified reference label.",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_reference_label:public_locked_audit-frame-1:public_locked_audit-entity-1,locked_ambiguous_reference_label,unspecified reference label,"For public subject northstar locked-audit subject, which stored slot corresponds to the description unspecified reference label?",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_reference_label:public_locked_audit-frame-2:public_locked_audit-entity-2,locked_ambiguous_reference_label,unspecified reference label,Read the answer-free schema of opal locked-audit subject; target descriptor: unspecified reference label.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_reference_label:public_locked_audit-frame-3:public_locked_audit-entity-3,locked_ambiguous_reference_label,unspecified reference label,Map the wording unspecified reference label to one public field for prairie locked-audit subject.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_record_tag:public_locked_audit-frame-0:public_locked_audit-entity-1,locked_ambiguous_record_tag,internal record tag,"In the audit-only public card for northstar locked-audit subject, identify the field paraphrased as internal record tag.",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_record_tag:public_locked_audit-frame-1:public_locked_audit-entity-2,locked_ambiguous_record_tag,internal record tag,"For public subject opal locked-audit subject, which stored slot corresponds to the description internal record tag?",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_record_tag:public_locked_audit-frame-2:public_locked_audit-entity-3,locked_ambiguous_record_tag,internal record tag,Read the answer-free schema of prairie locked-audit subject; target descriptor: internal record tag.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_record_tag:public_locked_audit-frame-3:public_locked_audit-entity-0,locked_ambiguous_record_tag,internal record tag,Map the wording internal record tag to one public field for maple locked-audit subject.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_subject_locator:public_locked_audit-frame-0:public_locked_audit-entity-2,locked_ambiguous_subject_locator,generic subject locator,"In the audit-only public card for opal locked-audit subject, identify the field paraphrased as generic subject locator.",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_subject_locator:public_locked_audit-frame-1:public_locked_audit-entity-3,locked_ambiguous_subject_locator,generic subject locator,"For public subject prairie locked-audit subject, which stored slot corresponds to the description generic subject locator?",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_subject_locator:public_locked_audit-frame-2:public_locked_audit-entity-0,locked_ambiguous_subject_locator,generic subject locator,Read the answer-free schema of maple locked-audit subject; target descriptor: generic subject locator.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_subject_locator:public_locked_audit-frame-3:public_locked_audit-entity-1,locked_ambiguous_subject_locator,generic subject locator,Map the wording generic subject locator to one public field for northstar locked-audit subject.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_issued_value:public_locked_audit-frame-0:public_locked_audit-entity-3,locked_ambiguous_issued_value,system-issued value,"In the audit-only public card for prairie locked-audit subject, identify the field paraphrased as system-issued value.",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_issued_value:public_locked_audit-frame-1:public_locked_audit-entity-0,locked_ambiguous_issued_value,system-issued value,"For public subject maple locked-audit subject, which stored slot corresponds to the description system-issued value?",ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_issued_value:public_locked_audit-frame-2:public_locked_audit-entity-1,locked_ambiguous_issued_value,system-issued value,Read the answer-free schema of northstar locked-audit subject; target descriptor: system-issued value.,ambiguous,,,,true,,pending
public_locked_audit:ambiguous:locked_ambiguous_issued_value:public_locked_audit-frame-3:public_locked_audit-entity-2,locked_ambiguous_issued_value,system-issued value,Map the wording system-issued value to one public field for opal locked-audit subject.,ambiguous,,,,true,,pending
public_locked_audit:unrelated:locked_unrelated_mailing_preference:public_locked_audit-frame-0:public_locked_audit-entity-0,locked_unrelated_mailing_preference,mailing preference,"In the audit-only public card for maple locked-audit subject, identify the field paraphrased as mailing preference.",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_mailing_preference:public_locked_audit-frame-1:public_locked_audit-entity-1,locked_unrelated_mailing_preference,mailing preference,"For public subject northstar locked-audit subject, which stored slot corresponds to the description mailing preference?",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_mailing_preference:public_locked_audit-frame-2:public_locked_audit-entity-2,locked_unrelated_mailing_preference,mailing preference,Read the answer-free schema of opal locked-audit subject; target descriptor: mailing preference.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_mailing_preference:public_locked_audit-frame-3:public_locked_audit-entity-3,locked_unrelated_mailing_preference,mailing preference,Map the wording mailing preference to one public field for prairie locked-audit subject.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_emergency_contact:public_locked_audit-frame-0:public_locked_audit-entity-1,locked_unrelated_emergency_contact,emergency contact person,"In the audit-only public card for northstar locked-audit subject, identify the field paraphrased as emergency contact person.",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_emergency_contact:public_locked_audit-frame-1:public_locked_audit-entity-2,locked_unrelated_emergency_contact,emergency contact person,"For public subject opal locked-audit subject, which stored slot corresponds to the description emergency contact person?",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_emergency_contact:public_locked_audit-frame-2:public_locked_audit-entity-3,locked_unrelated_emergency_contact,emergency contact person,Read the answer-free schema of prairie locked-audit subject; target descriptor: emergency contact person.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_emergency_contact:public_locked_audit-frame-3:public_locked_audit-entity-0,locked_unrelated_emergency_contact,emergency contact person,Map the wording emergency contact person to one public field for maple locked-audit subject.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_renewal_date:public_locked_audit-frame-0:public_locked_audit-entity-2,locked_unrelated_renewal_date,subscription renewal date,"In the audit-only public card for opal locked-audit subject, identify the field paraphrased as subscription renewal date.",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_renewal_date:public_locked_audit-frame-1:public_locked_audit-entity-3,locked_unrelated_renewal_date,subscription renewal date,"For public subject prairie locked-audit subject, which stored slot corresponds to the description subscription renewal date?",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_renewal_date:public_locked_audit-frame-2:public_locked_audit-entity-0,locked_unrelated_renewal_date,subscription renewal date,Read the answer-free schema of maple locked-audit subject; target descriptor: subscription renewal date.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_renewal_date:public_locked_audit-frame-3:public_locked_audit-entity-1,locked_unrelated_renewal_date,subscription renewal date,Map the wording subscription renewal date to one public field for northstar locked-audit subject.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_operating_system:public_locked_audit-frame-0:public_locked_audit-entity-3,locked_unrelated_operating_system,device operating system,"In the audit-only public card for prairie locked-audit subject, identify the field paraphrased as device operating system.",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_operating_system:public_locked_audit-frame-1:public_locked_audit-entity-0,locked_unrelated_operating_system,device operating system,"For public subject maple locked-audit subject, which stored slot corresponds to the description device operating system?",unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_operating_system:public_locked_audit-frame-2:public_locked_audit-entity-1,locked_unrelated_operating_system,device operating system,Read the answer-free schema of northstar locked-audit subject; target descriptor: device operating system.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_operating_system:public_locked_audit-frame-3:public_locked_audit-entity-2,locked_unrelated_operating_system,device operating system,Map the wording device operating system to one public field for opal locked-audit subject.,unrelated,,,,false,,pending
public_locked_audit:unrelated:locked_unrelated_membership_tier:public_locked_audit-frame-0:public_locked_audit-entity-0,locked_unrelated_membership_tier,project membership tier,"In the audit-only public card for maple locked-audit subject, identify the field paraphrased as project membership tier.",unrelated,,,,false,,pending
